dip;dip dir;x;y ;z;traceX;traceY;;phi_b;;phi_r;;JRC;;JSC;;asperity;;sigmaC;;cohesion;;tension;;;
1.5526731e+02;0;1.5744497e+01;0.0000000e+00;-2.8123566e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4567077e+01;0;8.4137989e+00;0.0000000e+00;-3.5170268e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4235962e+01;0;-6.5791983e-01;0.0000000e+00;-1.6569838e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5511431e+02;0;-4.6183548e+00;0.0000000e+00;2.7362184e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.2516156e+01;0;3.4548756e+01;0.0000000e+00;2.3895062e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.3568595e+01;0;-3.0370066e+01;0.0000000e+00;6.6367257e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5515205e+02;0;5.4148180e+00;0.0000000e+00;6.9720048e-01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5577952e+01;0;-1.9344681e+01;0.0000000e+00;-1.2979708e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5991582e+01;0;2.1616509e+01;0.0000000e+00;2.1175942e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5499792e+02;0;4.0558639e+00;0.0000000e+00;1.3265360e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4914977e+01;0;-2.8243919e+01;0.0000000e+00;2.5098927e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4553716e+01;0;1.1854800e+01;0.0000000e+00;-9.7762140e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5556716e+02;0;1.7683767e+01;0.0000000e+00;-1.5277621e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4403468e+01;0;-2.3774048e+00;0.0000000e+00;-8.5439583e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5113135e+01;0;-3.3951474e+01;0.0000000e+00;-4.5306095e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5504399e+02;0;-7.6136097e+00;0.0000000e+00;3.6680597e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5590936e+01;0;2.5746926e+01;0.0000000e+00;-5.4175590e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.3843620e+01;0;3.3024685e+01;0.0000000e+00;-5.2256258e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5583608e+02;0;1.0855751e+01;0.0000000e+00;-3.9478092e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.2157019e+01;0;-1.9293786e+01;0.0000000e+00;2.2138110e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4951880e+01;0;-9.1079594e+00;0.0000000e+00;2.1943453e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5420324e+02;0;3.4524895e+01;0.0000000e+00;-1.3842495e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5862879e+01;0;-4.7120028e+00;0.0000000e+00;-5.2174621e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5615596e+01;0;2.9054989e+01;0.0000000e+00;-1.3607781e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5439643e+02;0;-3.1830748e+01;0.0000000e+00;-1.9152256e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5648647e+01;0;-1.9232853e+01;0.0000000e+00;1.4291053e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.6660395e+01;0;-1.7943268e+01;0.0000000e+00;3.8753617e-02;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5521940e+02;0;4.8618590e+00;0.0000000e+00;1.0021338e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.3325208e+01;0;1.9909558e+01;0.0000000e+00;-3.2917053e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5382940e+01;0;7.1159502e+00;0.0000000e+00;-2.9464674e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5471577e+02;0;-1.0688280e+01;0.0000000e+00;-4.1337195e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.3862354e+01;0;2.0616039e+01;0.0000000e+00;-1.3873207e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5658231e+01;0;1.0175709e+01;0.0000000e+00;-5.8698258e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5545364e+02;0;2.3556155e+01;0.0000000e+00;1.8580178e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5189524e+01;0;-2.7175799e+01;0.0000000e+00;1.8420225e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5268818e+01;0;-1.5359611e+01;0.0000000e+00;2.3495490e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5481161e+02;0;3.7931767e-01;0.0000000e+00;-4.2777942e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.6162835e+01;0;3.0096402e+01;0.0000000e+00;-2.9034294e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4460855e+01;0;2.2723910e+01;0.0000000e+00;-2.3784148e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5609513e+02;0;-1.8038386e+01;0.0000000e+00;2.5988443e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4600132e+01;0;-2.5436132e+01;0.0000000e+00;-5.1038390e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.6271331e+01;0;1.3890027e+01;0.0000000e+00;-3.0809876e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5547426e+02;0;-1.7620143e+01;0.0000000e+00;1.4731911e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.7157652e+01;0;8.8467071e+00;0.0000000e+00;-1.5405851e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.5005763e+01;0;3.3363772e+01;0.0000000e+00;-8.0914342e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5509537e+02;0;2.4948987e+01;0.0000000e+00;-2.8768658e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4318221e+01;0;-1.8878369e+01;0.0000000e+00;-3.3326222e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.6449673e+01;0;3.0367845e+01;0.0000000e+00;2.4009414e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5515192e+02;0;-2.7528552e+01;0.0000000e+00;-2.3578804e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4686562e+01;0;2.1319678e+01;0.0000000e+00;2.9889999e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4704232e+01;0;-2.1486068e+01;0.0000000e+00;-2.8019382e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5571747e+02;0;2.6641436e+01;0.0000000e+00;2.8305873e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5004283e+01;0;2.9985579e+01;0.0000000e+00;-7.3816871e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4851816e+01;0;6.8143872e+00;0.0000000e+00;-2.5561075e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5418822e+02;0;4.6581795e+00;0.0000000e+00;-4.6294072e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.6891189e+01;0;-3.0931244e+01;0.0000000e+00;-5.7237430e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.2557866e+01;0;2.6181302e+00;0.0000000e+00;-4.0373321e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5411705e+02;0;-9.0707231e+00;0.0000000e+00;-2.9795819e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.6308471e+01;0;2.6118073e+01;0.0000000e+00;9.6182171e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4203741e+01;0;9.5757630e+00;0.0000000e+00;-2.1218738e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5475564e+02;0;-2.1686806e+01;0.0000000e+00;2.1208943e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5570480e+01;0;-7.7762803e+00;0.0000000e+00;-2.1871417e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
2.4097473e+01;0;-2.4133904e+01;0.0000000e+00;1.7078606e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5407673e+02;0;4.6447955e+00;0.0000000e+00;-4.5095613e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4700748e+01;0;3.1254460e+00;0.0000000e+00;-4.3011812e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.3980157e+01;0;-1.4303233e+01;0.0000000e+00;-5.1661651e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5268738e+02;0;-2.4838557e+01;0.0000000e+00;-3.3600242e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
7.5464247e+01;0;2.5962757e+01;0.0000000e+00;-5.3592000e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.6645619e+01;0;2.4649950e+01;0.0000000e+00;-4.6841988e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
1.5369974e+02;0;-2.8523483e+01;0.0000000e+00;7.2552422e+00;1;1;0;0;0;0;0;0;0;0;1;joint;
7.4779774e+01;0;-2.5079983e+01;0.0000000e+00;-4.0621040e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
2.2183172e+01;0;-3.4694481e+01;0.0000000e+00;-1.9467010e+01;1;1;0;0;0;0;0;0;0;0;1;joint;
